Sentiment,clean_text
Neutral,marvellous
Negative,student notice saving btw restrict nigerian pass yk african
Negative,
Negative,shoot vanishes ugh tired rewatching cuz synopsis forced canada comparison uk fair
Positive,
Neutral,krnepe jakar hoti
Negative,prompt wasted ended cancelling joke
Positive,
Neutral,bound lavatory hanako kun
Negative,
Neutral,op op
Negative,stucked promo
Negative,subscrabtin karo rupee
Negative,resolved plz
Positive,sincerely
Negative,rule quite
Negative,enjoy scrolling interface format worsen browsing unhappy
Positive,
Neutral,
Positive,translation original understood
Neutral,flim deafen
Neutral,op
Negative,adjustment symbol bothersome navigation freely content improvement fact worse
Positive,encounter freeze bypass stage
Negative,cancel category
Positive,
Negative,expire perish
Positive,hope fresh content
Negative,
Positive,
Neutral,channel dialouge speaker turnout
Positive,genre personalized popular rotate risen entertainment
Negative,recommend requires enough
Positive,ottapp
Positive,superb
Neutral,predator targeting
Neutral,akun sudah padahal ditangguhkan berhasil beli paket bulan belum minggu sudah disuruh bayar lagi tolong solusinya
Neutral,exceptional
Negative,spider lowest turned eye higher adaptive skidder bright
Neutral,boi tufa friggin
Positive,restricting clover
Positive,
Negative,
Negative,layout diabolical prioritised useless section particularly sensitive categorisation 'sci fi' 'drama' containing navigation interest taste
Neutral,guod guod guod
Neutral,netflice talbe
Negative,'cast' 'cast' router
Neutral,bottom catalog
Positive,
Negative,
Negative,
Negative,counsel viewer represents decision
Neutral,exemptional
Positive,
Positive,
Negative,izombie mouth stink
Positive,previously functional useful month's stuck initial original biggest drawback panel deserves kudos bare
Neutral,sepu pichi lanjakodaka cheyya dakani arey paduthundi aina vasthaledhu
Neutral,mujii lado
Negative,truly lined unpleasant horribly
Positive,
Neutral,vaiyat gatiya bhaut
Negative,barley spending spending genre horror
Positive,
Neutral,gaaflhewle tefo
Positive,
Positive,
Positive,buffer joy
Positive,division breaking gap divide example sandman
Negative,ridiculious livechat correct contacting rule helping local local easier
Neutral,shaft portray
Negative,froyd balance froyd bastard
Negative,ibai afk comidista
Negative,decision diffrent right terrific unistall
Neutral,way accelerator contant modify ut
Negative,category cancelling category
Neutral,drawback
Negative,husband foolish
Negative,
Negative,wizard ability decided restructure menu sack type kill provider
Neutral,jaan mari accha
Positive,
Negative,fails
Positive,
Neutral,
Positive,like lte
Negative,disturbing wastage fake
Positive,wonderful
Neutral,baaaack shrek
Neutral,exploitative capitalist seeking scum utorrent
Negative,promoter hindustani
Neutral,responding
Positive,
Negative,july charged netflick
Positive,kelly provost
Negative,subscriber sux remunerator
Negative,acountif stupid
Neutral,tuff boii
Positive,
Negative,munny planet mervel
Positive,asifali
Neutral,woooooo wholeness unity unity
Neutral,jai
Positive,fantastic
Positive,eg
Neutral,example margin delivery
Positive,
Neutral,
Neutral,
Positive,
Negative,
Positive,blackview play looked perctly
Negative,downgrading expiring corrupted disastrous offline
Positive,given centre an coz genuinely
Positive,offline
Positive,
Positive,
Negative,pillock management stupid
Positive,
Neutral,talus fif utuf
Neutral,authentication alrrady susbcription
Neutral,
Positive,
Neutral,annually
Positive,board selection bargain netflex
Positive,
Neutral,ithink
Negative,charged particularize
Positive,
Negative,
Neutral,acchi yah
Negative,nyo naba mareresolve yung lumalabas ilang yan ahh tanga developer nyo nag titipid gumastos nyong kayo maayos tong
Positive,
Negative,create
Neutral,twelve
Neutral,farah dec
Neutral,parsnal usefull
Negative,culture destruct
Negative,fav violate
Positive,
Negative,stupid might pirate treatment pirate pirate pirate
Positive,beautiful
Positive,
Negative,
Neutral,sebab suka saya saya boleh tengok cerita
Positive,
Negative,deal covering popping feed disable irrelevant
Positive,straight forward wake screensaver silence loyal
Neutral,
Positive,
Positive,loklok loklok
Neutral,underlying malfunction remedial diagnostic systematic subprogram
Negative,event telegram named event event invest investment wish course type event broke telegram
Neutral,pantomime defect
Negative,morality fighting
Negative,lodgings mail nurse
Negative,pdf file permit propaganda recommend
Positive,wish lower lowest bright
Positive,obviously 'skip intro' 'skip intro' 'continue again'
Negative,build distracting pacing
Neutral,oyuncuya lpg yere geliyorsun
Positive,
Positive,informative exciting laugh
Positive,
Neutral,androit banget lama
Neutral,
Neutral,
Neutral,toooo
Neutral,yesssssss brooklyn
Negative,cast
Negative,evaporate flight
Neutral,bros adventure
Negative,
Neutral,
Negative,dubb unprofessional dub eg banned rubish narcos
Negative,ultra bitrates drm fiber troubleshooting
Positive,loyal subscriber
Negative,freeze messing overpay altogether
Negative,harry megan financial benefit cancell along horrific hateful damage death entertained megan netflex harry oprah stating lie proof regard sound cancell vendor
Neutral,
Positive,
Positive,
Negative,slowly unless
Neutral,tapping tapping disregard dismissed
Neutral,gila apa yg rumah yg sama guna dlm sama tp jd sebahagian dari akaun ini
Negative,split floating
Negative,adguard dns dns
Neutral,rong sale mc
Positive,loudka nai dara
Neutral,fpt compatable
Positive,cool
Neutral,bruh
Negative,useless saari acchi nikal
Positive,
Negative,policy
Neutral,
Negative,corroborate thingy realy
Positive,create transgenders manage character
Positive,fk
Neutral,buang fitur tolol
Negative,continually causing
Neutral,grabe knockout pala magrefund marunong kayo kinuha nyong pera
Negative,celular nitido ver gusta pixela imagen distorciona puede ver peliculas nitidas ahora toca como como ira ver tanta plata recibe hacieron
Positive,misbehaving expired stuck daily becoming unbearable
Neutral,
Negative,created
Positive,
Negative,resent
Positive,lego ninjago master spinjitzu
Positive,entertainment
Negative,blurr exist guess gee important feel flintstone pedal faster sad
Negative,subscribing thereafter
Negative,belong restricting place father vacant improve managing
Negative,worse epitomised enshitification worse
Negative,dumb mistake understand pirate
Positive,
Neutral,horrivel
Negative,broke heart family treated corporate account taxed restricted punishment quick fix fail repeated disruption shame provider put
Negative,parin bumabawas naka kahit naka
Positive,personalise spelling car tire spell car tyre
Positive,animation movement withought movement stuck helpme
Negative,
Neutral,fpt compatable
Neutral,vary becose
Neutral,dapat eh binigay namn sinabi niya talaga bat gagawa kyo ganto rin namn lang makakagamit
Neutral,
Neutral,gina atualiza forma funciona pagamento erro
Negative,sad poster chunk saving btw restrict nigerian african student offer
Negative,disgusting physically account pirating
Negative,disabled tangency anyway chat way
Neutral,
Positive,
Positive,
Neutral,engagement presented
Negative,recognize
Neutral,khatey barium
Negative,obvious purpose bury row row appear row
Negative,created die
Negative,
Neutral,
Negative,ti poping bcus
Negative,prompt joke scratch wasted
Neutral,luminosit cran regarder vid une
Neutral,demais ruim
Positive,jurrasic park
Neutral,
Neutral,flim deaf
Negative,mil ji wahi fail
Negative,complained resolved
Neutral,baz dizilerinde rk dublaj olsayd olmad sinirleniyorum okursunuz bunu umar baz dizilerinin dublajl
Positive,lovely sweet
Neutral,hahaha helpness
Neutral,
Neutral,disalahin konek aja engga pake jalan aman pake disetor jalan alesannya konek nyuruh cek jaringan hasilnya selular buat verifikasi
Neutral,baar hone baar
Positive,
Positive,gundam seed freedom dub lock wasteful quota
Neutral,mighh
Negative,sadly thank
Positive,
Neutral,visible
Positive,
Positive,dog
Positive,
Positive,
Neutral,
Positive,
Positive,entertainment
Neutral,hier karnataka
Positive,
Neutral,tantalise ped predator globally
Positive,
Neutral,swear captain underpants epic oct litterally peak
Positive,
Positive,luxurious
Positive,
Negative,fake portion diplomacy
Negative,consume ideology mock killed speech
Negative,listed
Negative,share friend physical location forced lose possibly
Negative,coz unless play repeat
Positive,mujhe hmesha psychological thriller kyu
Neutral,
Neutral,
Neutral,
Negative,
Positive,movee
Positive,
Negative,induce continually
Negative,dns adguard dns
Positive,pod pod
Neutral,australian
Positive,wish lupin
Negative,molestation reminder avalanche
Negative,stupe guess look
Positive,
Negative,prompting frustrated received somebody assist
Positive,perfectly bringing joy entertainment
Positive,look
Neutral,urdu jay chus
Neutral,
Neutral,tvshows somemany
Neutral,hotspot farmhouse
Positive,continuous lagging stable affecting kindly look improve performance
Positive,entertainment
Neutral,
Positive,
Neutral,mengapa subtitlenya jadi abu abu padahal pengaturan sudah diset warna abu padahal kalau nonton semuanya subtitlenya sering jadi abu putih sudah diset sebagainana rupa juga tetap abu abunya diperbaiki
Negative,state africa
Negative,
Positive,luck
Negative,solvent popping faulty
Negative,question study scanning acct qr phone's
Neutral,
Negative,common
Neutral,inclination childerns towards contemporaries corrupt effect
Positive,
Positive,
Positive,lts
Neutral,problm
Neutral,thth
Positive,movis
Positive,progress look amazon
Negative,steal steal scammer
Positive,joke
Positive,rip
Negative,fullscreen 'old' dex stuck windowed vertical whatsapp
Neutral,yg bagus masih jepangsaran apalagi buat korea kurang aja perbanyak lagi korea seperti naruto shippuden
Neutral,tontonan pada hilang
Neutral,fif talus utuf
Neutral,diesis mu selben haushalt sein hat einfach vollkommen gemacht lohnt sich mich mehr
Negative,
Positive,content initiation andagai
Neutral,failed
Neutral,signup signup
Neutral,
Positive,
Positive,
Positive,
Negative,pissed producing midpoint
Neutral,terhubung dapat tidak gangguan dari kemarin
Neutral,wwwwwwwoooooooooww
Negative,discussion closure
Negative,disgusting af
Positive,alvinnn chipmunk garfield oddball smurfs gumball grizzly lemming
Negative,thru programme piddle
Neutral,shrinking wax
Negative,useless
Neutral,nak tunggu episod keluar ibarat tunggu belum berjalan contoh episod keluar pukul malam pon ikan keluar yee episodnyee
Positive,
Neutral,
Negative,mahratti scope marathi ott's
Positive,
Positive,impressive
Negative,stuck midway
Neutral,
Positive,type
Neutral,bodohpnya maslah jerr pin spat menggunakan celcom asik jer dpt macam punya kerjer
Neutral,peter simon akoti
Positive,
Negative,color
Positive,loaded propaganda inaccurate wasted potential ip activist passionate fan selected showrunners
Neutral,asa twin exorcist
Positive,interval skipped skip
Positive,
Neutral,ram
Neutral,
Neutral,numerous encounter
Positive,undoubtedly complain
Positive,funny
Negative,bidding ufc ppv's ppv's decided leave programming justify keeping
Positive,
Neutral,loa ale
Positive,
Negative,upset renewing suck theme ethic
Neutral,simon peter akoti
Positive,
Positive,
Negative,support
Neutral,borena zenebe
Neutral,badddddd
Neutral,tagalog
Negative,mobie whether
Negative,disappointing
Neutral,assert captain underpants epic peak litterally oct
Positive,
Positive,yt graphic ngl
Neutral,interactive showsss pleaseee
Positive,like suggested
Positive,workung somehow reduce adjustment
Positive,virgin river abrupt
Negative,accepting tired admonish
Neutral,bummy azz
Neutral,demais ruim
Negative,remixes tired
Neutral,
Neutral,ghatiya aaya abhitak housefull
Positive,
Positive,bist
Negative,distinguishable spend israeli fauda landman
Neutral,
Neutral,intercept tapping dismissed dismissed
Positive,
Negative,geezerhood forced
Positive,recommend
Negative,chala rhe apko dikhana aadhe rhe band kr kam kam hume luto
Neutral,perder tiempo dinero peliculas antigua asi como estrenos fuera semana pasada
Positive,subscribing channel expect genre bl
Negative,member warning overseas eccentric manipulating steal
Positive,discovery
Neutral,groomers
Neutral,slays
Neutral,
Positive,
Positive,
Positive,
Negative,chiting
Negative,fact stupid stupid original
Negative,bullying pw wrong damn afraid loyal shame decade
Neutral,lane mujhe panding dekha hu wah acha expirense parsani har wakt tarah panding roke pasia lane
Neutral,journey
Negative,bhai karo kisi kam upar urdu deta
Neutral,disalahin hasilnya aja engga pake jalan aman pake selular jalan alesannya konek nyuruh cek jaringan konek disetor buat verifikasi
Negative,payment
Negative,devotee pricy abit
Positive,
Positive,
Positive,chilling god's
Positive,wow
Neutral,tum hindu dekho target unhe badnaam
Positive,
Negative,worse type title
Neutral,shoot illuminate
Negative,charged july netflick
Negative,forced busy sophisticate disarranged offer ended hiking
Negative,sometime
Positive,pricier worsening becoming languaged
Neutral,solom
Negative,
Positive,wow lovely
Negative,
Negative,
Positive,
Positive,
Negative,
Neutral,anuncios pusieron neta simo
Neutral,einstellungen auf endger ist au erdem nervt das unbedingt zugriff meine helligkeit hat chte helligkeit selber steuern streamen vom ger und der
